,User ID,Name,Email Address,Username,Date of Birth,Age (yrs),Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Membership Duration,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions,TLD
1828,1829,Michael Hampton,aatkinson@example.com,aatkinson,1965-11-19,58,Female,Lawrencehaven,2024-03-15,2025-03-15,Annual,365 days,Mastercard,Auto-renew,Frequent,Electronics,Action,Smart TV,Medium,3.6,8,Commericial(.com)
1829,1830,Joseph Brown,shortdavid@example.com,shortdavid,1967-05-07,57,Female,Williamsmouth,2024-04-14,2025-04-14,Annual,365 days,Amex,Auto-renew,Occasional,Books,Drama,Tablet,Medium,4.7,1,Commericial(.com)
1830,1831,John Newman,katherine26@example.net,katherine26,1991-12-19,32,Male,West Jenniferport,2024-01-18,2025-01-17,Annual,365 days,Visa,Auto-renew,Regular,Books,Sci-Fi,Smartphone,High,3.4,6,Network(.net)
1831,1832,Elizabeth Cantrell,josephlewis@example.net,josephlewis,1971-07-07,52,Male,East Valerieside,2024-04-01,2025-04-01,Monthly,365 days,Amex,Auto-renew,Regular,Books,Horror,Tablet,Low,3.2,8,Network(.net)
1832,1833,Brian Oliver,georgeandrea@example.org,georgeandrea,1939-08-08,84,Female,Teresamouth,2024-01-24,2025-01-23,Monthly,365 days,Mastercard,Manual,Regular,Books,Documentary,Smart TV,High,4.9,2,Organization(.org)
1833,1834,Jenna Chapman,ucervantes@example.com,ucervantes,1964-06-05,59,Male,Bellview,2024-04-10,2025-04-10,Annual,365 days,Visa,Manual,Frequent,Electronics,Comedy,Smartphone,High,4.1,3,Commericial(.com)
1834,1835,Patricia Williams,allendenise@example.net,allendenise,1947-01-07,77,Male,Johnmouth,2024-04-05,2025-04-05,Monthly,365 days,Mastercard,Auto-renew,Frequent,Books,Sci-Fi,Tablet,Low,3.6,3,Network(.net)
1835,1836,James Davis,jessicafernandez@example.org,jessicafernandez,1940-06-26,83,Male,Benitezburgh,2024-02-21,2025-02-20,Annual,365 days,Mastercard,Manual,Frequent,Electronics,Drama,Smart TV,Low,5.0,8,Organization(.org)
1836,1837,Michelle Ross,mgraham@example.org,mgraham,1999-09-18,24,Female,Robertfurt,2024-02-10,2025-02-09,Monthly,365 days,Mastercard,Auto-renew,Frequent,Books,Sci-Fi,Smart TV,Low,4.7,4,Organization(.org)
1837,1838,Ashley Walker,dennis87@example.com,dennis87,1999-06-11,24,Female,New Brandiberg,2024-04-12,2025-04-12,Annual,365 days,Mastercard,Manual,Occasional,Clothing,Documentary,Tablet,High,3.7,5,Commericial(.com)
1838,1839,Kevin Miller,victoria68@example.net,victoria68,1972-10-09,51,Male,Port Elizabethside,2024-01-16,2025-01-15,Monthly,365 days,Mastercard,Manual,Regular,Books,Romance,Tablet,Low,3.5,10,Network(.net)
1839,1840,Tina Walsh,hawkinsedward@example.com,hawkinsedward,1967-09-03,56,Female,Moorestad,2024-02-20,2025-02-19,Monthly,365 days,Visa,Auto-renew,Frequent,Books,Documentary,Smartphone,High,4.6,7,Commericial(.com)
1840,1841,Felicia Gonzales,robertlowery@example.net,robertlowery,1968-11-06,55,Female,New Nathanfurt,2024-01-02,2025-01-01,Monthly,365 days,Amex,Auto-renew,Occasional,Books,Sci-Fi,Tablet,Low,3.2,9,Network(.net)
1841,1842,Andrew Walker,kenneth89@example.org,kenneth89,2004-06-03,19,Male,East Meaganview,2024-03-28,2025-03-28,Annual,365 days,Mastercard,Manual,Frequent,Clothing,Drama,Tablet,Low,4.6,10,Organization(.org)
1842,1843,Judy Hernandez,pcampos@example.net,pcampos,1943-09-10,80,Male,Lindsayburgh,2024-02-16,2025-02-15,Annual,365 days,Visa,Auto-renew,Occasional,Electronics,Comedy,Smartphone,Medium,3.8,1,Network(.net)
1843,1844,Amanda Jefferson,hsimpson@example.org,hsimpson,1970-05-23,53,Female,Lake Leslie,2024-01-28,2025-01-27,Annual,365 days,Mastercard,Auto-renew,Frequent,Books,Sci-Fi,Tablet,Low,4.3,10,Organization(.org)
1844,1845,Laura Garner,zgregory@example.com,zgregory,1971-01-09,53,Female,Meyerton,2024-02-26,2025-02-25,Annual,365 days,Mastercard,Manual,Occasional,Books,Documentary,Smartphone,High,4.3,10,Commericial(.com)
1845,1846,Alexis Mueller,rebecca04@example.net,rebecca04,1964-10-12,59,Male,Webbville,2024-03-29,2025-03-29,Monthly,365 days,Visa,Manual,Regular,Clothing,Action,Tablet,Medium,4.2,9,Network(.net)
1846,1847,Anthony Roberts,hsanchez@example.net,hsanchez,1970-09-10,53,Female,New Nathanfurt,2024-04-12,2025-04-12,Annual,365 days,Visa,Auto-renew,Regular,Clothing,Documentary,Smart TV,Low,3.7,1,Network(.net)
1847,1848,Lauren Holmes,jeannemccormick@example.org,jeannemccormick,1952-12-04,71,Male,Chadtown,2024-01-07,2025-01-06,Annual,365 days,Mastercard,Auto-renew,Frequent,Clothing,Action,Tablet,Medium,5.0,5,Organization(.org)
1848,1849,Cheyenne Johnson,riosolivia@example.net,riosolivia,1967-03-14,57,Female,South Josephfurt,2024-01-08,2025-01-07,Monthly,365 days,Mastercard,Manual,Occasional,Electronics,Horror,Smartphone,Medium,3.2,4,Network(.net)
1849,1850,Steven Higgins,griffindiane@example.net,griffindiane,1982-01-28,42,Male,Kimville,2024-04-09,2025-04-09,Annual,365 days,Mastercard,Auto-renew,Occasional,Clothing,Horror,Smart TV,Low,3.2,7,Network(.net)
1850,1851,Sabrina Wells,michelle05@example.com,michelle05,1949-11-11,74,Female,Jordanstad,2024-03-20,2025-03-20,Annual,365 days,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Tablet,High,5.0,0,Commericial(.com)
1851,1852,Thomas Brooks,tonisaunders@example.com,tonisaunders,2004-11-15,19,Female,West Cheryl,2024-04-11,2025-04-11,Annual,365 days,Amex,Auto-renew,Occasional,Electronics,Comedy,Smartphone,Medium,4.8,9,Commericial(.com)
1852,1853,Heather Munoz,vmedina@example.org,vmedina,1964-08-05,59,Female,South Maryborough,2024-02-01,2025-01-31,Monthly,365 days,Visa,Manual,Frequent,Clothing,Drama,Smartphone,Low,3.9,10,Organization(.org)
1853,1854,Anthony Webb,gilbertchelsea@example.net,gilbertchelsea,1948-04-14,76,Male,North Warren,2024-01-04,2025-01-03,Monthly,365 days,Mastercard,Auto-renew,Occasional,Electronics,Horror,Tablet,High,3.8,0,Network(.net)
1854,1855,Cameron Watkins,oray@example.com,oray,1988-06-05,35,Male,Lake Kathrynport,2024-02-05,2025-02-04,Annual,365 days,Visa,Manual,Frequent,Clothing,Drama,Smartphone,Low,4.4,9,Commericial(.com)
1855,1856,Nathan Sullivan MD,ryan35@example.org,ryan35,1987-05-03,37,Male,Philiphaven,2024-03-31,2025-03-31,Annual,365 days,Amex,Auto-renew,Frequent,Electronics,Documentary,Smartphone,Medium,4.7,0,Organization(.org)
1856,1857,Elizabeth Garcia,nicholssean@example.org,nicholssean,1997-02-14,27,Male,Walshfort,2024-03-28,2025-03-28,Monthly,365 days,Mastercard,Auto-renew,Regular,Books,Horror,Smart TV,High,3.8,7,Organization(.org)
1857,1858,Steven Hoover,jacob74@example.com,jacob74,2004-05-23,19,Female,West Samanthastad,2024-02-23,2025-02-22,Monthly,365 days,Visa,Manual,Frequent,Books,Action,Smartphone,Medium,3.3,4,Commericial(.com)
1858,1859,Nicholas Ortiz,mendezkathryn@example.com,mendezkathryn,1967-01-22,57,Female,Salinashaven,2024-01-27,2025-01-26,Annual,365 days,Visa,Auto-renew,Regular,Books,Drama,Smart TV,Low,3.4,7,Commericial(.com)
1859,1860,Michelle Costa,angelafisher@example.org,angelafisher,1978-04-16,46,Female,North Brianbury,2024-04-06,2025-04-06,Monthly,365 days,Visa,Auto-renew,Frequent,Books,Action,Smartphone,High,3.0,7,Organization(.org)
1860,1861,Dustin Gardner,steventran@example.com,steventran,1998-05-11,26,Male,Ryanmouth,2024-03-21,2025-03-21,Monthly,365 days,Visa,Manual,Frequent,Electronics,Action,Smart TV,High,4.7,3,Commericial(.com)
1861,1862,Jacqueline Wright,millersteven@example.net,millersteven,1997-04-11,27,Male,Kennedyfurt,2024-04-03,2025-04-03,Annual,365 days,Mastercard,Manual,Frequent,Electronics,Action,Smart TV,Low,4.3,10,Network(.net)
1862,1863,Nicole Butler,edward48@example.net,edward48,1975-07-08,48,Female,Suttonfurt,2024-01-08,2025-01-07,Monthly,365 days,Amex,Manual,Frequent,Books,Action,Smart TV,Low,3.0,5,Network(.net)
1863,1864,Matthew Davidson,millertimothy@example.net,millertimothy,1982-07-27,41,Female,Port Jamesberg,2024-03-10,2025-03-10,Annual,365 days,Amex,Auto-renew,Frequent,Clothing,Comedy,Smartphone,High,3.9,1,Network(.net)
1864,1865,Charles Morris,meyerdaniel@example.net,meyerdaniel,1950-05-24,73,Female,Jamesberg,2024-01-30,2025-01-29,Monthly,365 days,Visa,Auto-renew,Frequent,Electronics,Comedy,Tablet,Medium,4.1,1,Network(.net)
1865,1866,James Clark,ktodd@example.org,ktodd,1961-09-01,62,Female,West Bethhaven,2024-02-18,2025-02-17,Annual,365 days,Mastercard,Auto-renew,Regular,Electronics,Comedy,Smartphone,Medium,4.6,0,Organization(.org)
1866,1867,Donna Jackson,chapmandonald@example.org,chapmandonald,1973-09-12,50,Female,Washingtonstad,2024-02-29,2025-02-28,Annual,365 days,Amex,Manual,Frequent,Books,Sci-Fi,Smartphone,High,4.6,5,Organization(.org)
1867,1868,James Lutz,callahanyolanda@example.org,callahanyolanda,1990-11-21,33,Female,New Ashley,2024-01-26,2025-01-25,Annual,365 days,Mastercard,Auto-renew,Frequent,Books,Horror,Tablet,High,4.3,5,Organization(.org)
1868,1869,Deborah Cardenas,markrodriguez@example.org,markrodriguez,1933-11-24,90,Female,Roachshire,2024-03-12,2025-03-12,Annual,365 days,Mastercard,Manual,Regular,Clothing,Drama,Smartphone,High,3.6,2,Organization(.org)
1869,1870,Heather Gonzalez,michael80@example.org,michael80,1986-02-26,38,Female,Port David,2024-01-31,2025-01-30,Monthly,365 days,Mastercard,Manual,Regular,Electronics,Drama,Smart TV,Low,3.9,7,Organization(.org)
1870,1871,John Dunn,justin64@example.net,justin64,1982-02-18,42,Male,Davisport,2024-02-29,2025-02-28,Annual,365 days,Visa,Manual,Frequent,Clothing,Romance,Tablet,High,3.3,2,Network(.net)
1871,1872,Megan Arias,laurie50@example.net,laurie50,1991-04-16,33,Male,New Kennethville,2024-02-27,2025-02-26,Annual,365 days,Amex,Auto-renew,Occasional,Books,Comedy,Smart TV,Medium,3.1,8,Network(.net)
1872,1873,George Dean,wilsonjames@example.com,wilsonjames,1997-09-07,26,Male,Lake Courtneyville,2024-03-04,2025-03-04,Annual,365 days,Mastercard,Auto-renew,Occasional,Books,Action,Smart TV,Medium,4.1,10,Commericial(.com)
1873,1874,Brian Rogers,cynthiawelch@example.net,cynthiawelch,1942-08-28,81,Male,Port Brandiport,2024-03-18,2025-03-18,Annual,365 days,Visa,Auto-renew,Occasional,Electronics,Action,Tablet,Medium,4.3,6,Network(.net)
1874,1875,Travis Conrad,samueltownsend@example.com,samueltownsend,1944-12-18,79,Female,Angelaview,2024-03-10,2025-03-10,Monthly,365 days,Mastercard,Manual,Regular,Books,Drama,Smart TV,Medium,4.6,3,Commericial(.com)
1875,1876,Sandra Larson,susanrojas@example.net,susanrojas,1998-09-12,25,Male,Johnbury,2024-02-25,2025-02-24,Annual,365 days,Mastercard,Manual,Occasional,Books,Comedy,Tablet,Medium,3.1,5,Network(.net)
1876,1877,Julia Chambers,karenrodriguez@example.org,karenrodriguez,2003-06-21,20,Female,Garrettland,2024-01-01,2024-12-31,Annual,365 days,Visa,Manual,Frequent,Electronics,Action,Smart TV,High,4.3,2,Organization(.org)
1877,1878,Michael Harmon,waynepearson@example.net,waynepearson,1995-09-16,28,Female,Thompsonton,2024-03-11,2025-03-11,Monthly,365 days,Amex,Manual,Frequent,Clothing,Action,Smart TV,Medium,4.9,1,Network(.net)
1878,1879,Brittany Atkins,wrice@example.net,wrice,1973-04-08,51,Male,Huntmouth,2024-04-05,2025-04-05,Monthly,365 days,Amex,Auto-renew,Occasional,Books,Drama,Tablet,Medium,3.3,5,Network(.net)
1879,1880,Kyle Collins,christopher61@example.net,christopher61,1935-06-24,88,Male,West Molly,2024-04-10,2025-04-10,Monthly,365 days,Amex,Auto-renew,Occasional,Books,Romance,Smartphone,Medium,3.9,5,Network(.net)
1880,1881,Heather Green,vincentschultz@example.org,vincentschultz,1992-11-04,31,Female,South Kathleen,2024-03-27,2025-03-27,Annual,365 days,Amex,Manual,Frequent,Clothing,Horror,Smartphone,Medium,4.6,5,Organization(.org)
1881,1882,Dr. Eric Moore,john38@example.net,john38,1970-04-26,54,Male,West Destinymouth,2024-01-25,2025-01-24,Monthly,365 days,Mastercard,Auto-renew,Regular,Books,Romance,Smart TV,High,3.0,0,Network(.net)
1882,1883,April Henderson,connor13@example.net,connor13,1949-03-17,75,Male,Johnborough,2024-03-19,2025-03-19,Annual,365 days,Visa,Auto-renew,Occasional,Electronics,Comedy,Smartphone,High,4.9,2,Network(.net)
1883,1884,Daniel Long,meganking@example.org,meganking,1963-10-07,60,Female,North Tracy,2024-02-25,2025-02-24,Annual,365 days,Visa,Auto-renew,Frequent,Electronics,Sci-Fi,Tablet,Medium,4.7,3,Organization(.org)
1884,1885,Gary Grant,joemaxwell@example.net,joemaxwell,1947-02-25,77,Male,Lisafurt,2024-01-02,2025-01-01,Monthly,365 days,Amex,Manual,Regular,Books,Documentary,Tablet,Low,4.3,9,Network(.net)
1885,1886,Adam Miller,tduffy@example.net,tduffy,1973-12-28,50,Male,Lake Edwardmouth,2024-01-13,2025-01-12,Annual,365 days,Amex,Auto-renew,Frequent,Electronics,Action,Smartphone,Medium,4.0,6,Network(.net)
1886,1887,Mary Jones,dford@example.com,dford,1951-06-11,72,Female,Kathyfurt,2024-02-25,2025-02-24,Annual,365 days,Amex,Manual,Occasional,Books,Action,Tablet,Medium,3.4,6,Commericial(.com)
1887,1888,Tammy Chandler,thughes@example.com,thughes,1988-06-03,35,Female,Danielleburgh,2024-01-08,2025-01-07,Monthly,365 days,Visa,Manual,Regular,Electronics,Action,Tablet,Medium,3.4,7,Commericial(.com)
1888,1889,Kaitlyn Harrison,jonesmichael@example.net,jonesmichael,1963-04-25,61,Male,Stewartberg,2024-01-20,2025-01-19,Annual,365 days,Amex,Auto-renew,Regular,Books,Horror,Smartphone,High,4.3,4,Network(.net)
1889,1890,Elizabeth Strickland,trevor54@example.com,trevor54,1992-05-23,31,Female,Barkerchester,2024-03-12,2025-03-12,Annual,365 days,Visa,Auto-renew,Frequent,Electronics,Sci-Fi,Smart TV,High,3.3,8,Commericial(.com)
1890,1891,Scott Morrison,jacqueline84@example.com,jacqueline84,2003-10-23,20,Male,Rothside,2024-02-27,2025-02-26,Annual,365 days,Amex,Auto-renew,Frequent,Electronics,Horror,Tablet,High,4.7,9,Commericial(.com)
1891,1892,Julie Perry,fordjoseph@example.net,fordjoseph,1988-10-25,35,Male,South Melanie,2024-03-01,2025-03-01,Annual,365 days,Amex,Manual,Frequent,Clothing,Horror,Smartphone,Low,4.1,1,Network(.net)
1892,1893,Alexandra Barnes,alvaradojohn@example.org,alvaradojohn,1990-11-17,33,Female,Lisamouth,2024-02-23,2025-02-22,Annual,365 days,Visa,Auto-renew,Occasional,Clothing,Comedy,Tablet,Medium,4.1,5,Organization(.org)
1893,1894,Caleb Hernandez,catherinewalker@example.org,catherinewalker,1957-03-28,67,Male,Port Katherineview,2024-01-17,2025-01-16,Monthly,365 days,Amex,Manual,Regular,Books,Documentary,Smart TV,Low,4.3,2,Organization(.org)
1894,1895,Kimberly James,walterbenson@example.org,walterbenson,1937-08-28,86,Male,New Kathyton,2024-01-07,2025-01-06,Annual,365 days,Visa,Manual,Regular,Electronics,Documentary,Tablet,Low,3.6,10,Organization(.org)
1895,1896,Jessica Wu,pottsfrances@example.net,pottsfrances,1938-11-08,85,Female,Shannonport,2024-03-26,2025-03-26,Annual,365 days,Visa,Auto-renew,Occasional,Clothing,Documentary,Tablet,High,3.9,8,Network(.net)
1896,1897,Crystal Walker,waltersapril@example.net,waltersapril,1948-09-06,75,Male,Jamiestad,2024-01-07,2025-01-06,Monthly,365 days,Visa,Auto-renew,Regular,Electronics,Horror,Smart TV,High,3.8,1,Network(.net)
1897,1898,Mary Martin,pwilliams@example.net,pwilliams,1963-07-21,60,Male,Lake Christopher,2024-01-31,2025-01-30,Annual,365 days,Mastercard,Auto-renew,Regular,Electronics,Romance,Smart TV,Medium,4.5,10,Network(.net)
1898,1899,David Cook,nmartinez@example.net,nmartinez,1999-03-13,25,Male,North Natalie,2024-02-27,2025-02-26,Annual,365 days,Visa,Manual,Frequent,Books,Action,Smart TV,Medium,4.9,9,Network(.net)
1899,1900,Sharon Jordan,john88@example.org,john88,1962-11-20,61,Female,Ericmouth,2024-04-08,2025-04-08,Monthly,365 days,Mastercard,Auto-renew,Frequent,Clothing,Romance,Smartphone,High,4.7,10,Organization(.org)
1900,1901,Lori Garcia,guzmandaniel@example.com,guzmandaniel,1965-12-05,58,Male,Osbornebury,2024-01-17,2025-01-16,Monthly,365 days,Visa,Manual,Regular,Books,Documentary,Tablet,High,4.5,5,Commericial(.com)
1901,1902,Joseph Cruz,lisadiaz@example.net,lisadiaz,1952-07-19,71,Male,Port Andrea,2024-01-07,2025-01-06,Annual,365 days,Visa,Auto-renew,Frequent,Books,Drama,Smartphone,High,3.5,10,Network(.net)
1902,1903,Benjamin Jones,davisdominique@example.com,davisdominique,1985-08-01,38,Male,Port Kelly,2024-01-10,2025-01-09,Monthly,365 days,Mastercard,Manual,Regular,Clothing,Drama,Smart TV,High,4.7,9,Commericial(.com)
1903,1904,Andrew Figueroa,turnernichole@example.net,turnernichole,1994-01-04,30,Male,South Austin,2024-03-12,2025-03-12,Annual,365 days,Amex,Auto-renew,Occasional,Books,Horror,Smartphone,Low,5.0,4,Network(.net)
1904,1905,Dylan Wright,brandonscott@example.com,brandonscott,1943-11-03,80,Male,Tannerton,2024-01-03,2025-01-02,Annual,365 days,Amex,Manual,Frequent,Clothing,Action,Smartphone,Medium,4.0,6,Commericial(.com)
1905,1906,Virginia Little,hlong@example.org,hlong,1989-01-24,35,Male,North Biancamouth,2024-02-12,2025-02-11,Annual,365 days,Mastercard,Auto-renew,Occasional,Electronics,Drama,Smart TV,Low,4.9,8,Organization(.org)
1906,1907,Cheryl Juarez,nglover@example.net,nglover,1965-06-29,58,Female,Elizabethton,2024-01-30,2025-01-29,Monthly,365 days,Visa,Manual,Regular,Books,Comedy,Tablet,Medium,3.7,8,Network(.net)
1907,1908,Richard Anderson,doristaylor@example.net,doristaylor,1994-07-25,29,Female,Bowenland,2024-04-07,2025-04-07,Monthly,365 days,Visa,Auto-renew,Regular,Books,Action,Smart TV,Medium,3.3,3,Network(.net)
1908,1909,Laura Cortez,mercedes97@example.org,mercedes97,1989-03-28,35,Female,New Jefferyport,2024-02-13,2025-02-12,Monthly,365 days,Mastercard,Manual,Occasional,Electronics,Romance,Smart TV,High,3.6,1,Organization(.org)
1909,1910,Barbara Kaiser,tinalawrence@example.net,tinalawrence,1968-03-12,56,Male,Jordantown,2024-04-03,2025-04-03,Annual,365 days,Visa,Auto-renew,Frequent,Electronics,Documentary,Smartphone,Low,3.8,0,Network(.net)
1910,1911,Ashley Griffith,wolfalejandro@example.org,wolfalejandro,1964-04-03,60,Male,Patrickbury,2024-01-26,2025-01-25,Annual,365 days,Visa,Manual,Frequent,Books,Action,Smartphone,Low,4.3,7,Organization(.org)
1911,1912,Andrew Vasquez,austincrosby@example.net,austincrosby,2004-03-04,20,Male,Millerland,2024-01-01,2024-12-31,Annual,365 days,Amex,Manual,Occasional,Electronics,Comedy,Tablet,High,4.5,9,Network(.net)
1912,1913,Thomas Salazar,tiffany45@example.com,tiffany45,1948-09-04,75,Male,Port Melissa,2024-02-19,2025-02-18,Annual,365 days,Mastercard,Manual,Occasional,Electronics,Comedy,Smartphone,Low,4.5,0,Commericial(.com)
1913,1914,Aaron Wilson,afisher@example.com,afisher,1984-09-25,39,Male,Jamesborough,2024-01-06,2025-01-05,Monthly,365 days,Mastercard,Manual,Frequent,Clothing,Action,Tablet,Medium,4.1,3,Commericial(.com)
1914,1915,Joseph Salazar,stacylopez@example.org,stacylopez,1956-10-18,67,Female,Port Theresaberg,2024-02-05,2025-02-04,Annual,365 days,Mastercard,Manual,Occasional,Electronics,Drama,Tablet,High,4.5,4,Organization(.org)
1915,1916,Jacob Figueroa,hmiller@example.com,hmiller,1986-08-05,37,Female,Nathanielhaven,2024-03-01,2025-03-01,Monthly,365 days,Visa,Manual,Regular,Books,Drama,Tablet,Low,3.3,5,Commericial(.com)
1916,1917,Angel Adams,shawfrederick@example.net,shawfrederick,1935-12-08,88,Female,North Ronald,2024-01-22,2025-01-21,Monthly,365 days,Amex,Manual,Occasional,Books,Action,Tablet,Medium,3.4,5,Network(.net)
1917,1918,Tracy Mitchell,larry72@example.net,larry72,1949-04-30,75,Male,New Suzanneburgh,2024-01-28,2025-01-27,Annual,365 days,Amex,Manual,Regular,Clothing,Action,Smart TV,Low,3.1,3,Network(.net)
1918,1919,John Lawrence,jason25@example.net,jason25,1973-11-09,50,Male,Munozshire,2024-01-10,2025-01-09,Monthly,365 days,Visa,Auto-renew,Frequent,Books,Comedy,Smartphone,Medium,4.9,1,Network(.net)
1919,1920,Desiree Phillips,jasongutierrez@example.com,jasongutierrez,1955-07-30,68,Female,North Mariestad,2024-03-10,2025-03-10,Monthly,365 days,Visa,Manual,Frequent,Clothing,Romance,Smartphone,Low,3.9,6,Commericial(.com)
1920,1921,Patricia Parker,paynebill@example.net,paynebill,1988-01-21,36,Male,Annafort,2024-03-06,2025-03-06,Annual,365 days,Visa,Manual,Frequent,Clothing,Documentary,Smart TV,Medium,3.0,3,Network(.net)
1921,1922,Danielle Mckenzie,silvashane@example.com,silvashane,1973-06-16,50,Female,Crawfordtown,2024-01-25,2025-01-24,Monthly,365 days,Mastercard,Auto-renew,Frequent,Books,Romance,Smart TV,High,3.6,10,Commericial(.com)
1922,1923,John Dunn,richardsonmark@example.net,richardsonmark,2003-03-26,21,Female,Reedview,2024-03-16,2025-03-16,Monthly,365 days,Visa,Manual,Regular,Books,Comedy,Smart TV,High,3.2,0,Network(.net)
1923,1924,Carol Graham,wturner@example.net,wturner,1942-02-16,82,Female,South Danielle,2024-04-09,2025-04-09,Monthly,365 days,Visa,Manual,Frequent,Clothing,Horror,Smart TV,High,4.7,6,Network(.net)
1924,1925,Sydney Smith,ecoleman@example.net,ecoleman,2001-11-20,22,Female,Cooperton,2024-01-13,2025-01-12,Annual,365 days,Visa,Auto-renew,Frequent,Books,Romance,Tablet,Low,3.5,2,Network(.net)
1925,1926,Kathryn Kelly,nataliewatson@example.com,nataliewatson,1938-04-05,86,Female,New Wesley,2024-01-10,2025-01-09,Annual,365 days,Amex,Manual,Frequent,Books,Comedy,Tablet,High,5.0,3,Commericial(.com)
1926,1927,Rebecca Sanchez,susan44@example.com,susan44,1974-11-08,49,Male,East Thomas,2024-01-20,2025-01-19,Monthly,365 days,Mastercard,Manual,Frequent,Electronics,Drama,Smart TV,High,3.5,8,Commericial(.com)
1927,1928,Heather Jones,ryan53@example.com,ryan53,1939-03-19,85,Male,Port James,2024-03-23,2025-03-23,Monthly,365 days,Visa,Auto-renew,Regular,Clothing,Sci-Fi,Smart TV,Medium,3.3,2,Commericial(.com)
1928,1929,Isaac Medina,john96@example.net,john96,1985-03-24,39,Male,Zacharyside,2024-01-23,2025-01-22,Monthly,365 days,Amex,Auto-renew,Frequent,Books,Drama,Smartphone,High,4.5,7,Network(.net)
1929,1930,Sean Jacobs,amanda73@example.net,amanda73,1996-01-18,28,Male,Claytonberg,2024-02-16,2025-02-15,Monthly,365 days,Visa,Manual,Occasional,Clothing,Comedy,Smartphone,High,4.1,3,Network(.net)
1930,1931,Cassandra Rosario,jordangarner@example.net,jordangarner,2006-01-18,18,Male,Lake Christophermouth,2024-02-16,2025-02-15,Annual,365 days,Visa,Manual,Regular,Clothing,Romance,Smart TV,High,3.8,4,Network(.net)
1931,1932,Katelyn Peterson,troy82@example.org,troy82,1942-07-15,81,Female,Carterbury,2024-03-01,2025-03-01,Monthly,365 days,Visa,Auto-renew,Regular,Books,Sci-Fi,Smartphone,High,3.9,8,Organization(.org)
1932,1933,Zachary Garcia,timothypowell@example.com,timothypowell,1973-10-07,50,Male,Kellyfurt,2024-02-05,2025-02-04,Annual,365 days,Amex,Manual,Occasional,Electronics,Sci-Fi,Tablet,High,3.8,5,Commericial(.com)
1933,1934,Anthony Chavez,martincharles@example.org,martincharles,1947-09-06,76,Male,Lake Chris,2024-02-22,2025-02-21,Annual,365 days,Visa,Auto-renew,Occasional,Clothing,Comedy,Tablet,High,4.2,10,Organization(.org)
1934,1935,John Morris,maxwelljohn@example.com,maxwelljohn,1969-08-07,54,Male,New Rachelton,2024-02-02,2025-02-01,Annual,365 days,Mastercard,Auto-renew,Occasional,Clothing,Horror,Tablet,High,3.7,10,Commericial(.com)
1935,1936,Sean Greene,woodschelsea@example.com,woodschelsea,1951-07-03,72,Male,South Staceyshire,2024-01-31,2025-01-30,Annual,365 days,Amex,Manual,Frequent,Electronics,Sci-Fi,Smartphone,Medium,3.1,8,Commericial(.com)
1936,1937,Lisa Kennedy,robinyoung@example.com,robinyoung,1997-05-09,27,Male,Leonardfort,2024-04-11,2025-04-11,Annual,365 days,Visa,Auto-renew,Occasional,Clothing,Romance,Tablet,Medium,4.8,9,Commericial(.com)
1937,1938,Stephen Andrews,gtyler@example.net,gtyler,1993-04-01,31,Female,Longmouth,2024-02-10,2025-02-09,Annual,365 days,Visa,Manual,Regular,Books,Romance,Smartphone,High,4.4,5,Network(.net)
1938,1939,Nicholas Bell,bryanhunt@example.com,bryanhunt,1990-12-13,33,Female,East Jenniferberg,2024-03-24,2025-03-24,Annual,365 days,Amex,Auto-renew,Frequent,Books,Action,Smart TV,Low,3.2,8,Commericial(.com)
1939,1940,Joshua Garcia,steinjoseph@example.net,steinjoseph,1970-11-22,53,Male,Williamfurt,2024-03-28,2025-03-28,Annual,365 days,Mastercard,Manual,Regular,Books,Comedy,Smartphone,High,3.5,1,Network(.net)
1940,1941,Chelsea Scott,cblair@example.com,cblair,1956-07-01,67,Male,Lake Mary,2024-02-28,2025-02-27,Monthly,365 days,Amex,Auto-renew,Occasional,Books,Romance,Smart TV,High,3.9,3,Commericial(.com)
1941,1942,Sean Thornton,greenjames@example.org,greenjames,1987-01-16,37,Male,West Kimton,2024-03-06,2025-03-06,Annual,365 days,Amex,Auto-renew,Frequent,Electronics,Horror,Smart TV,High,3.1,5,Organization(.org)
1942,1943,Kristen Mendoza,deansteven@example.com,deansteven,1987-03-10,37,Female,Port Tylerbury,2024-03-15,2025-03-15,Monthly,365 days,Mastercard,Manual,Regular,Books,Action,Tablet,Medium,3.4,6,Commericial(.com)
1943,1944,Colton Gonzalez,sarahrivers@example.net,sarahrivers,1988-02-04,36,Male,South Andrew,2024-03-27,2025-03-27,Annual,365 days,Visa,Manual,Occasional,Books,Drama,Smartphone,Medium,3.2,1,Network(.net)
1944,1945,Brittney Martinez,kennethclark@example.org,kennethclark,2003-11-05,20,Male,Victoriafurt,2024-01-15,2025-01-14,Annual,365 days,Amex,Auto-renew,Occasional,Clothing,Comedy,Smart TV,High,3.6,9,Organization(.org)
1945,1946,Willie Carr,uadams@example.org,uadams,1982-10-23,41,Male,Julieton,2024-02-23,2025-02-22,Monthly,365 days,Mastercard,Manual,Occasional,Electronics,Action,Smartphone,Low,4.2,1,Organization(.org)
